DSP_Pedon,Pedon_Num,DSP_Plot_ID,DSP_Pedon_ID,DSP_sample_ID,layer_no,hzdesg,hrzdep_t,hrzdep_b,Field_Texture,Coarse_Frag_volume,Clay_pct,Color_Moist_Hue,Color_Moist_Value,Color_Moist_Chroma,Color_Dry_Hue,Color_Dry_Value,Color_Dry_Chroma,Depletions_Knd,Depletions_Col_H,Depletions_Col_V,Depletions_Col_C,Ped_Surf_Feat_Knd,Ped_Surf_Feat_Amt,Ped_Surf_Feat_Loc,Conc_Knd,Conc_Qty,Conc_Size,Conc_Cont,Conc_Col_H,Conc_Col_V,Conc_Col_C,Conc_Mst,Conc_Shp,Conc_Loc,Structure_Grade,Structure_Size,Structure_Type,Consistence_RupRes_mst,Roots_Qty1,Roots_Sz1,Roots_Qty2,Roots_Sz2,Roots_Qty3,Roots_Sz3,Roots_Loc,Pores_Qty1,Pores_Sz1,Pores_Qty2,Pores_Sz2,Pores_Qty3,Pores_Sz3,Pores_Shp,Consistence_RupRes_dry,Consistence_Stk,Consistence_Pls,Roots_Qty4,Roots_Sz4,Roots_Qty5,Roots_Sz5,Pores_Qty4,Pores_Sz4,Pores_Qty5,Pores_Sz5
S2019MN99-I-CON,9,CON,CON-9,CON-9-5,5,BA,29,45,L,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-CON,9,CON,CON-9,CON-9-6,6,2Bw1,45,63,L,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-CON,9,CON,CON-9,CON-9-7,7,2Bw2,63,102,L,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-ALT,1,ALT,ALT-1,ALT-1-1,1,Ap1,0,5,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-ALT,1,ALT,ALT-1,ALT-1-2,2,Ap2,5,10,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-ALT,1,ALT,ALT-1,ALT-1-3,3,Ap3,10,20,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-ALT,1,ALT,ALT-1,ALT-1-4,4,BA,20,35,L,NA,NA,10YR,3,2,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-ALT,1,ALT,ALT-1,ALT-1-5,5,2Bw1,35,61,L,NA,NA,10YR,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-ALT,1,ALT,ALT-1,ALT-1-6,6,2Bw2,61,100,L,NA,NA,10YR,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-ALT,2,ALT,ALT-2,ALT-2-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-ALT,2,ALT,ALT-2,ALT-2-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-ALT,2,ALT,ALT-2,ALT-2-3,3,Ap3,10,22,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-ALT,2,ALT,ALT-2,ALT-2-4,4,BA,22,40,SICL,NA,NA,10YR,3,2,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-ALT,2,ALT,ALT-2,ALT-2-5,5,2Bw1,40,70,CL,NA,NA,2.5Y,5,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-ALT,2,ALT,ALT-2,ALT-2-6,6,2Bw2,70,110,CL,NA,NA,2.5Y,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-ALT,3,ALT,ALT-3,ALT-3-1,1,Ap1,0,5,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-ALT,3,ALT,ALT-3,ALT-3-2,2,Ap2,5,10,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-ALT,3,ALT,ALT-3,ALT-3-3,3,Ap3,10,22,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-ALT,3,ALT,ALT-3,ALT-3-4,4,BA,22,38,SIL,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-ALT,3,ALT,ALT-3,ALT-3-5,5,2Bw1,38,80,L,NA,NA,10YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-ALT,3,ALT,ALT-3,ALT-3-6,6,2Bw2,80,140,L,NA,NA,10YR,5,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-ALT,4,ALT,ALT-4,ALT-4-1,1,Ap1,0,5,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-ALT,4,ALT,ALT-4,ALT-4-2,2,Ap2,5,10,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-ALT,4,ALT,ALT-4,ALT-4-3,3,Ap3,10,25,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-ALT,4,ALT,ALT-4,ALT-4-4,4,A,25,40,L,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-ALT,4,ALT,ALT-4,ALT-4-5,5,2BA,40,61,SIL,NA,NA,10YR,4,2,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-ALT,4,ALT,ALT-4,ALT-4-6,6,2Bw1,61,100,L,NA,NA,10YR,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-E-ALT,5,ALT,ALT-5,ALT-5-1,1,Ap1,0,5,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-E-ALT,5,ALT,ALT-5,ALT-5-2,2,Ap2,5,10,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-E-ALT,5,ALT,ALT-5,ALT-5-3,3,Ap3,10,26,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-E-ALT,5,ALT,ALT-5,ALT-5-4,4,BA,26,46,SIL,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-E-ALT,5,ALT,ALT-5,ALT-5-5,5,2Bw1,46,78,L,NA,NA,10YR,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-E-ALT,5,ALT,ALT-5,ALT-5-6,6,2Bw2,78,116,L,NA,NA,10YR,5,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-F-ALT,6,ALT,ALT-6,ALT-6-1,1,Ap1,0,5,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-F-ALT,6,ALT,ALT-6,ALT-6-2,2,Ap2,5,10,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-F-ALT,6,ALT,ALT-6,ALT-6-3,3,Ap3,10,23,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-F-ALT,6,ALT,ALT-6,ALT-6-4,4,A,23,43,L,NA,NA,10YR,2,2,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-F-ALT,6,ALT,ALT-6,ALT-6-5,5,2Bw1,43,70,L,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-F-ALT,6,ALT,ALT-6,ALT-6-6,6,2Bw2,70,104,L,NA,NA,10YR,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-G-ALT,7,ALT,ALT-7,ALT-7-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-G-ALT,7,ALT,ALT-7,ALT-7-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-G-ALT,7,ALT,ALT-7,ALT-7-3,3,Ap3,10,27,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-G-ALT,7,ALT,ALT-7,ALT-7-4,4,A,27,56,SIL,NA,NA,10YR,3,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-G-ALT,7,ALT,ALT-7,ALT-7-5,5,2Bw1,56,77,L,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-G-ALT,7,ALT,ALT-7,ALT-7-6,6,2Bw2,77,100,L,NA,NA,10YR,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-H-ALT,8,ALT,ALT-8,ALT-8-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-H-ALT,8,ALT,ALT-8,ALT-8-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-H-ALT,8,ALT,ALT-8,ALT-8-3,3,Ap3,10,23,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-H-ALT,8,ALT,ALT-8,ALT-8-4,4,BA,23,41,SIL,NA,NA,10YR,3,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-H-ALT,8,ALT,ALT-8,ALT-8-5,5,2Bw1,41,85,L,NA,NA,10YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-H-ALT,8,ALT,ALT-8,ALT-8-6,6,2Bw2,85,117,L,NA,NA,10YR,5,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-ALT,9,ALT,ALT-9,ALT-9-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-ALT,9,ALT,ALT-9,ALT-9-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-ALT,9,ALT,ALT-9,ALT-9-3,3,Ap3,10,21,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-ALT,9,ALT,ALT-9,ALT-9-4,4,A,21,46,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-ALT,9,ALT,ALT-9,ALT-9-5,5,BA,46,72,SIL,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-I-ALT,9,ALT,ALT-9,ALT-9-6,6,2Bw1,72,108,L,NA,NA,10YR,4,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-REF,1,REF,REF-1,REF-1-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-REF,1,REF,REF-1,REF-1-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-REF,1,REF,REF-1,REF-1-3,3,Ap3,10,24,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-REF,1,REF,REF-1,REF-1-4,4,2AB,24,42,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-REF,1,REF,REF-1,REF-1-5,5,2A/Bt1,42,70,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-REF,1,REF,REF-1,REF-1-6,6,2A/Bt2,70,92,SIL,NA,NA,10YR,2,2,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-A-REF,1,REF,REF-1,REF-1-7,7,3Bt3,92,161,SICL,NA,NA,10YR,5,6,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-REF,2,REF,REF-2,REF-2-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-REF,2,REF,REF-2,REF-2-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-REF,2,REF,REF-2,REF-2-3,3,Ap3,10,26,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-REF,2,REF,REF-2,REF-2-4,4,A,26,62,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-B-REF,2,REF,REF-2,REF-2-5,5,AB,62,100,SICL,NA,NA,10YR,4,2,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-REF,3,REF,REF-3,REF-3-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-REF,3,REF,REF-3,REF-3-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-REF,3,REF,REF-3,REF-3-3,3,Ap3,10,36,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-REF,3,REF,REF-3,REF-3-4,4,A,36,62,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-REF,3,REF,REF-3,REF-3-5,5,AB,62,83,SIL,NA,NA,10YR,3,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-REF,3,REF,REF-3,REF-3-6,6,Bt1,83,93,SICL,NA,NA,10YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-C-REF,3,REF,REF-3,REF-3-7,7,Bt2,93,150,SICL,NA,NA,10YR,5,6,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-REF,4,REF,REF-4,REF-4-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-REF,4,REF,REF-4,REF-4-2,2,Ap2,5,10,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-REF,4,REF,REF-4,REF-4-3,3,Ap3,10,29,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-REF,4,REF,REF-4,REF-4-4,4,AB,29,51,SIL,NA,NA,10YR,3,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-REF,4,REF,REF-4,REF-4-5,5,2Bw1,51,70,SIL,NA,NA,10YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-D-REF,4,REF,REF-4,REF-4-6,6,2Bw2,70,130,L,NA,NA,10YR,5,6,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2019MN99-E-REF,5,REF,REF-5,REF-5-1,1,Ap1,0,5,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
