DSP_Pedon,Pedon_Num,DSP_Plot_ID,DSP_Pedon_ID,DSP_sample_ID,layer_no,hzdesg,hrzdep_t,hrzdep_b,Field_Texture,Coarse_Frag_volume,Clay_pct,Color_Moist_Hue,Color_Moist_Value,Color_Moist_Chroma,Color_Dry_Hue,Color_Dry_Value,Color_Dry_Chroma,Depletions_Knd,Depletions_Col_H,Depletions_Col_V,Depletions_Col_C,Ped_Surf_Feat_Knd,Ped_Surf_Feat_Amt,Ped_Surf_Feat_Loc,Conc_Knd,Conc_Qty,Conc_Size,Conc_Cont,Conc_Col_H,Conc_Col_V,Conc_Col_C,Conc_Mst,Conc_Shp,Conc_Loc,Structure_Grade,Structure_Size,Structure_Type,Consistence_RupRes_mst,Roots_Qty1,Roots_Sz1,Roots_Qty2,Roots_Sz2,Roots_Qty3,Roots_Sz3,Roots_Loc,Pores_Qty1,Pores_Sz1,Pores_Qty2,Pores_Sz2,Pores_Qty3,Pores_Sz3,Pores_Shp,Consistence_RupRes_dry,Consistence_Stk,Consistence_Pls,Roots_Qty4,Roots_Sz4,Roots_Qty5,Roots_Sz5,Pores_Qty4,Pores_Sz4,Pores_Qty5,Pores_Sz5
P5_R2a,1,NTM - 2,NTM - 2 - 1,NTM - 2 - 1-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2a,1,NTM - 2,NTM - 2 - 1,NTM - 2 - 1-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2a,1,NTM - 2,NTM - 2 - 1,NTM - 2 - 1-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2b,2,NTM - 2,NTM - 2 - 2,NTM - 2 - 2-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2b,2,NTM - 2,NTM - 2 - 2,NTM - 2 - 2-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2b,2,NTM - 2,NTM - 2 - 2,NTM - 2 - 2-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2b,2,NTM - 2,NTM - 2 - 2,NTM - 2 - 2-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2b,2,NTM - 2,NTM - 2 - 2,NTM - 2 - 2-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2c,3,NTM - 2,NTM - 2 - 3,NTM - 2 - 3-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2c,3,NTM - 2,NTM - 2 - 3,NTM - 2 - 3-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2c,3,NTM - 2,NTM - 2 - 3,NTM - 2 - 3-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2c,3,NTM - 2,NTM - 2 - 3,NTM - 2 - 3-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P5_R2c,3,NTM - 2,NTM - 2 - 3,NTM - 2 - 3-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2a,1,CVT - 2,CVT - 2 - 1,CVT - 2 - 1-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2a,1,CVT - 2,CVT - 2 - 1,CVT - 2 - 1-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2a,1,CVT - 2,CVT - 2 - 1,CVT - 2 - 1-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2a,1,CVT - 2,CVT - 2 - 1,CVT - 2 - 1-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2a,1,CVT - 2,CVT - 2 - 1,CVT - 2 - 1-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2b,2,CVT - 2,CVT - 2 - 2,CVT - 2 - 2-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2b,2,CVT - 2,CVT - 2 - 2,CVT - 2 - 2-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2b,2,CVT - 2,CVT - 2 - 2,CVT - 2 - 2-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2b,2,CVT - 2,CVT - 2 - 2,CVT - 2 - 2-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2b,2,CVT - 2,CVT - 2 - 2,CVT - 2 - 2-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2c,3,CVT - 2,CVT - 2 - 3,CVT - 2 - 3-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2c,3,CVT - 2,CVT - 2 - 3,CVT - 2 - 3-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2c,3,CVT - 2,CVT - 2 - 3,CVT - 2 - 3-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2c,3,CVT - 2,CVT - 2 - 3,CVT - 2 - 3-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P6_R2c,3,CVT - 2,CVT - 2 - 3,CVT - 2 - 3-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3a,1,NTM-3,NTM-3 - 1,NTM-3 - 1-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3a,1,NTM-3,NTM-3 - 1,NTM-3 - 1-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3a,1,NTM-3,NTM-3 - 1,NTM-3 - 1-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3a,1,NTM-3,NTM-3 - 1,NTM-3 - 1-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3a,1,NTM-3,NTM-3 - 1,NTM-3 - 1-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3b,2,NTM-3,NTM-3 - 2,NTM-3 - 2-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3b,2,NTM-3,NTM-3 - 2,NTM-3 - 2-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3b,2,NTM-3,NTM-3 - 2,NTM-3 - 2-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3b,2,NTM-3,NTM-3 - 2,NTM-3 - 2-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3b,2,NTM-3,NTM-3 - 2,NTM-3 - 2-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3c,3,NTM-3,NTM-3 - 3,NTM-3 - 3-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3c,3,NTM-3,NTM-3 - 3,NTM-3 - 3-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3c,3,NTM-3,NTM-3 - 3,NTM-3 - 3-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3c,3,NTM-3,NTM-3 - 3,NTM-3 - 3-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P7_R3c,3,NTM-3,NTM-3 - 3,NTM-3 - 3-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3a,1,CVT - 3,CVT - 3 - 1,CVT - 3 - 1-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3a,1,CVT - 3,CVT - 3 - 1,CVT - 3 - 1-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3a,1,CVT - 3,CVT - 3 - 1,CVT - 3 - 1-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3a,1,CVT - 3,CVT - 3 - 1,CVT - 3 - 1-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3a,1,CVT - 3,CVT - 3 - 1,CVT - 3 - 1-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3b,2,CVT - 3,CVT - 3 - 2,CVT - 3 - 2-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3b,2,CVT - 3,CVT - 3 - 2,CVT - 3 - 2-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3b,2,CVT - 3,CVT - 3 - 2,CVT - 3 - 2-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3b,2,CVT - 3,CVT - 3 - 2,CVT - 3 - 2-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3b,2,CVT - 3,CVT - 3 - 2,CVT - 3 - 2-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3c,3,CVT - 3,CVT - 3 - 3,CVT - 3 - 3-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3c,3,CVT - 3,CVT - 3 - 3,CVT - 3 - 3-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3c,3,CVT - 3,CVT - 3 - 3,CVT - 3 - 3-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3c,3,CVT - 3,CVT - 3 - 3,CVT - 3 - 3-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P8_R3c,3,CVT - 3,CVT - 3 - 3,CVT - 3 - 3-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3a,1,NTR - ,NTR -  - 1,NTR -  - 1-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3a,1,NTR - ,NTR -  - 1,NTR -  - 1-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3a,1,NTR - ,NTR -  - 1,NTR -  - 1-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3a,1,NTR - ,NTR -  - 1,NTR -  - 1-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3a,1,NTR - ,NTR -  - 1,NTR -  - 1-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3b,2,NTR - ,NTR -  - 2,NTR -  - 2-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3b,2,NTR - ,NTR -  - 2,NTR -  - 2-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3b,2,NTR - ,NTR -  - 2,NTR -  - 2-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3b,2,NTR - ,NTR -  - 2,NTR -  - 2-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3b,2,NTR - ,NTR -  - 2,NTR -  - 2-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3c,3,NTR - ,NTR -  - 3,NTR -  - 3-1,1,Ap,0,5,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3c,3,NTR - ,NTR -  - 3,NTR -  - 3-2,2,Ap,5,10,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3c,3,NTR - ,NTR -  - 3,NTR -  - 3-3,3,Ap,10,35,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3c,3,NTR - ,NTR -  - 3,NTR -  - 3-4,4,Bt1,35,75,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P9_R3c,3,NTR - ,NTR -  - 3,NTR -  - 3-5,5,Bt2,75,100,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1B ,2,CeC1,CeC1-2,CeC1-2-1,1,Ap1,0,5,SL,NA,NA,7.5YR,3,3,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,3,F,SBK,FR,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1B ,2,CeC1,CeC1-2,CeC1-2-2,2,Ap2,5,10,SCL,NA,NA,7.5YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,SBK,FR,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1B ,2,CeC1,CeC1-2,CeC1-2-3,3,Bt1,10,24,SCL,NA,NA,5YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,3,M,SBK,FI,NA,C,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1B ,2,CeC1,CeC1-2,CeC1-2-4,4,Bt2,24,61,SC,NA,NA,2.5YR,4,6,,NA,NA,NA,10YR,5,4,,,,,,NA,,5R,6,6,,,,3,M,SBK,FI,NA,C,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1B ,2,CeC1,CeC1-2,CeC1-2-5,5,BC,61,100,SCL,NA,NA,2.5YR,4,6,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,1,M,SBK,FR,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1C ,3,CeC1,CeC1-3,CeC1-3-1,1,Ap1,0,5,,NA,NA,7.5YR,3,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,SBK,FR,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1C ,3,CeC1,CeC1-3,CeC1-3-2,2,Ap2,5,10,,NA,NA,7.5YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,SBK,FR,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1C ,3,CeC1,CeC1-3,CeC1-3-3,3,Bt1,10,21,,NA,NA,7.5YR,4,4,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,3,M,SBK,FI,NA,C,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
