DSP_Pedon_ID,DSP_Plot_ID,pedon_x,pedon_y,Label_full,Label,PLFA_ID_Surface,LU,till,trt,explanation,State,Site,Pedon_Num,Project,Soil_Sampled_Name,Project_full,partsize_class,Gen_surf,Gen_MAP,Gen_MAT,Texture_Class,Target_Soil_Name
AZ2-3,CVT - 26,-97.85824,26.36504,BAU - Strip Till,BAU,TX-215-SW-AZ2-3-1-120820,CROP,Till,Strip Till,Strip tillage for 3 years with a cotton/sorghum rotation.,,UTRGV8,3,UTRGV,,UTRGV - Hidalgo,,SL,631,24,sl,Hidalgo
AZ3-1,CVT - 27,-97.852623,26.389298,BAU - Strip Till,BAU,TX-215-SW-AZ3-1-1-121420,CROP,Till,Strip Till,"Strip tillage for 6 years with a cotton/sorghum rotation, Sunn hemp cover crop 1 year before sampling.",,UTRGV9,1,UTRGV,,UTRGV - Hidalgo,,SL,639,24,sl,Hidalgo
AZ3-2,CVT - 28,-97.852666,26.387731,BAU - Strip Till,BAU,TX-215-SW-AZ3-2-1-121420,CROP,Till,Strip Till,"Strip tillage for 6 years with a cotton/sorghum rotation, Sunn hemp cover crop 1 year before sampling.",,UTRGV9,2,UTRGV,,UTRGV - Hidalgo,,SL,639,24,sl,Hidalgo
AZ3-3,CVT - 29,-97.849146,26.387833,BAU - Strip Till,BAU,TX-215-SW-AZ3-3-1-121420,CROP,Till,Strip Till,"Strip tillage for 6 years with a cotton/sorghum rotation, Sunn hemp cover crop 1 year before sampling.",,UTRGV9,3,UTRGV,,UTRGV - Hidalgo,,SL,639,24,sl,Hidalgo
AR2-1,CVT - 30,-98.203663,26.309166,Ref - Reference,Ref,TX-215-SW-AR2-1-1-032420,FOREST,Perennial,Reference,"Native treeline composed of mesquite, hackberry, anacua and others. No major disturbances in over 50 years.",,UTRGV10,1,UTRGV,,UTRGV - Hidalgo,,SL,566,24,sl,Hidalgo
AR2-2,CVT - 31,-98.20307,26.30907954,Ref - Reference,Ref,TX-215-SW-AR2-2-1-032420,FOREST,Perennial,Reference,"Native treeline composed of mesquite, hackberry, anacua and others. No major disturbances in over 50 years.",,UTRGV10,2,UTRGV,,UTRGV - Hidalgo,,SL,566,24,sl,Hidalgo
AR2-3,CVT - 32,-98.202272,26.30896,Ref - Reference,Ref,TX-215-SW-AR2-3-1-032420,FOREST,Perennial,Reference,"Native treeline composed of mesquite, hackberry, anacua and others. No major disturbances in over 50 years.",,UTRGV10,3,UTRGV,,UTRGV - Hidalgo,,SL,566,24,sl,Hidalgo
AR3-1,CVT - 33,-97.865571,26.425936,Ref - Reference,Ref,TX-215-SW-AR3-1-1-032420,FOREST,Perennial,Reference,"Native treeline composed of mesquite, Texas ebony, and others. Undisturbed in landowner's memory (60+ year). Area catches sand deposited by strong winds.",,UTRGV11,1,UTRGV,,UTRGV - Hidalgo,,S,644,24,s,Hidalgo
AR3-2,CVT - 34,-97.86555,26.42575,Ref - Reference,Ref,TX-215-SW-AR3-2-1-032420,FOREST,Perennial,Reference,"Native treeline composed of mesquite, Texas ebony, and others. Undisturbed in landowner's memory (60+ year). Area catches sand deposited by strong winds.",,UTRGV11,2,UTRGV,,UTRGV - Hidalgo,,S,644,24,s,Hidalgo
AR3-3,CVT - 35,-97.863987,26.425912,Ref - Reference,Ref,TX-215-SW-AR3-3-1-032420,FOREST,Perennial,Reference,"Native treeline composed of mesquite, Texas ebony, and others. Undisturbed in landowner's memory (60+ year). Area catches sand deposited by strong winds.",,UTRGV11,3,UTRGV,,UTRGV - Hidalgo,,SL,644,24,sl,Hidalgo
AD1-ASP1,,,,SHM - no-till,SHM,WA-075-SW-AD1-ASP1-0_5-2018,CROP,No-till,ASP1,ASP,AG-CROP,AD1,1,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
AD1-PGL1,,,,Ref - CRP,Ref,WA-075-SW-AD1-PGL1-0_5-2018,GRASS,Perennial,PGL1,PGL,ALT,AD1,1,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP2-1,ASP2,-117.0822114,46.78188975,SHM - no-till,SHM,WA-075-SW-CK-1A-ASP2-1-P1-0_5-2018,CROP,No-till,ASP2,ASP,AG-CROP,CK,1,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
CK1-ASP2,,,,SHM - no-till,SHM,WA-075-SW-CK1-ASP2-0_5-2018,CROP,No-till,ASP2,ASP,AG-CROP,CK1,2,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP2-2,ASP2,-117.0822114,46.78188975,SHM - no-till,SHM,WA-075-SW-CK1B-ASP2-7-P2-0_5-2018,CROP,No-till,ASP2,ASP,AG-CROP,CK,2,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
CK1-BAU1,,,,BAU,BAU,WA-075-SW-CK1-BAU1-0_5-2018,CROP,Till,BAU1,BAU,AG-CROP,CK1,1,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP2-3,ASP2,-117.0822114,46.78188975,SHM - no-till,SHM,WA-075-SW-CK1C-ASP2-13-P3-0_5-2018,CROP,No-till,ASP2,ASP,AG-CROP,CK,2,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
BAU9-1,BAU9,-117.0822114,46.78188975,BAU,BAU,WA-075-SW-CK-2A-BAU9-1-P1-0_5-18,CROP,Till,BAU9,BAU,AG-CROP,CK,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
BAU9-2,BAU9,-117.0822114,46.78188975,BAU,BAU,WA-075-SW-CK-2B-BAU9-8-P2-0_5-18,CROP,Till,BAU9,BAU,AG-CROP,CK,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
BAU9-3,BAU9,-117.0822114,46.78188975,BAU,BAU,WA-075-SW-CK-2C-BAU9-15-P3-0_5-18,CROP,Till,BAU9,BAU,AG-CROP,CK,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
EO1-ASP3,,,,SHM - no-till,SHM,WA-075-SW-EO1-ASP3-0_5-2018,CROP,No-till,ASP3,ASP,AG-CROP,EO1,3,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
EO1-PLG2,,,,Ref - CRP,Ref,WA-075-SW-EO1-PLG2-0_5-2018,GRASS,Perennial,PGL2,PGL,ALT,EO1,1,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP10-1,ASP10,-117.4595977,46.78836813,SHM - no-till,SHM,WA-075-SW-JEA-1A-ASP10-1-0_5-2018,CROP,No-till,ASP10,ASP,AG-CROP,JEA,10,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
JEA1-ASP4,,,,SHM - no-till,SHM,WA-075-SW-JEA1-ASP4-0_5-2018,CROP,No-till,ASP4,ASP,AG-CROP,JEA,4,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP10-2,ASP10,-117.4595978,46.788368,SHM - no-till,SHM,WA-075-SW-JEA-1B-ASP10-8-0_10-18,CROP,No-till,ASP10,ASP,AG-CROP,JEA,10,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP10-3,ASP10,-117.4595972,46.78836851,SHM - no-till,SHM,WA-075-SW-JEA-1C-ASP10-15-0_5-18,CROP,No-till,ASP10,ASP,AG-CROP,JEA,10,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
JEA1-PLG3,,,,Ref - CRP,Ref,WA-075-SW-JEA1-PLG3-0_5-2018,GRASS,Perennial,PGL3,PGL,ALT,,3,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
JEA2-ASP5,,,,SHM - no-till,SHM,WA-075-SW-JEA2-ASP5-0_5-2018,CROP,No-till,ASP5,ASP,AG-CROP,JEA,5,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
JEA2-PGL4,,,,Ref - CRP,Ref,WA-075-SW-JEA2-PGL4-0_5-2018,GRASS,Perennial,PGL4,PGL,ALT,JEA,4,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
KRR1-BAU2,,,,BAU,BAU,WA-075-SW-KRR1-BAU2-0_5-2018,CROP,Till,BAU2,BAU,AG-CROP,KRR,2,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
KRR1-PGL5,,,,Ref - CRP,Ref,WA-075-SW-KRR1-PGL5-0_5-2018,GRASS,Perennial,PGL5,PGL,ALT,KRR,5,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP6-1,ASP6,-117.0822114,46.78188975,SHM - no-till,SHM,ID-057-SW-KUI-1AASP6-1-P1-0_5-2018,CROP,No-till,ASP6,ASP,AG-CROP,KU,6,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP6-2,ASP6,-117.0822114,46.78188975,SHM - no-till,SHM,ID-057-SW-KUI-1B-ASP6-8-P2-0_5-18,CROP,No-till,ASP6,ASP,AG-CROP,KU,6,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
KUI1-BAU3,,,,BAU,BAU,ID-057-SW-KUI1-BAU3-0_5-2018,CROP,Till,BAU3,BAU,AG-CROP,KUI,3,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP6-3,ASP6,-117.0822114,46.78188975,SHM - no-till,SHM,ID-057-SW-KUI-1C-ASP6-15-P3-0_5-18,CROP,No-till,ASP6,ASP,AG-CROP,KU,6,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
BAU3-1,BAU3,-117.0822114,46.78188975,BAU,BAU,ID-057-SW-KUI-2A-BAU3-1-P1-0_5-18,CROP,Till,BAU3,BAU,AG-CROP,KU,3,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,sandy clay loam,
BAU3-2,BAU3,-117.4236809,46.74504916,BAU,BAU,ID-057-SW-KUI-2B-BAU3-7-P2-0_5-18,CROP,Till,BAU3,BAU,AG-CROP,KU,3,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,sandy clay loam,
BAU3-3,BAU3,-117.4236809,46.74504916,BAU,BAU,ID-057-SW-KUI-2C-BAU3-13-P3-0_5-18,CROP,Till,BAU3,BAU,AG-CROP,KU,3,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,sandy clay loam,
BAU8-1,BAU8,-117.4236809,46.74504916,BAU,BAU,WA-075-SW-LYM-1A-BAU8-1-0_5-18,CROP,Till,BAU8,BAU,AG-CROP,LYM,8,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,sandy loam,
BAU8-2,BAU8,-117.4236809,46.74504915,BAU,BAU,WA-075-SW-LYM-1B-BAU8-7-0_5-18,CROP,Till,BAU8,BAU,AG-CROP,LYM,8,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,sandy loam,
BAU8-3,BAU8,-117.4236808,46.74504922,BAU,BAU,WA-075-SW-LYM-1C-BAU8-14-0_5-18,CROP,Till,BAU8,BAU,AG-CROP,LYM,8,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,loamy sand,
LYM1-PGL6,,,,Ref - CRP,Ref,WA-075-SW-LYM1-PGL6-0_5-2018,GRASS,Perennial,PGL6,PGL,ALT,LYM,6,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,sandy loam,
LYM-BAU4,,,,BAU,BAU,WA-075-SW-LYM1-BAU4-0_5-2018,CROP,Till,BAU4,BAU,AG-CROP,LYM,4,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,sandy loam,
PCF1-ASP7,,,,SHM - no-till,SHM,WA-075-SW-PCFS1-ASP7-0_5-2018,CROP,No-till,ASP7,ASP,AG-CROP,PCF,7,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCF2-PGL8,,,,Ref - CRP,Ref,WA-075-SW-PCFS2-PGL8-0_5-2018,GRASS,Perennial,PGL8,PGL,ALT,PCF,8,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCFS1- BAU5,,,,BAU,BAU,WA-075-SW-PCFS1-BAU5-0_5-2018,CROP,Till,BAU5,BAU,AG-CROP,PCF,5,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCFS1-PGL7,,,,Ref - CRP,Ref,WA-075-SW-PCFS1-PGL7-0_5-2018,GRASS,Perennial,PGL7,PGL,ALT,PCF,7,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PGL7-7a,PGL7,-117.1998969,46.75739636,Ref - CRP,Ref,WA-075-SW-PCFS1-PGL7-0_5-2018,GRASS,Perennial,PGL7,PGL,ALT,PCF,7,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PGL7-7b,PGL7,-117.1998969,46.75739636,Ref - CRP,Ref,WA-075-SW-PCFS1-PGL7-0_5-2018,GRASS,Perennial,PGL7,PGL,ALT,PCF,7,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PGL7-7c,PGL7,-117.1998969,46.75739636,Ref - CRP,Ref,WA-075-SW-PCFS1-PGL7-0_5-2018,GRASS,Perennial,PGL7,PGL,ALT,PCF,7,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCFS2-ASP8,,,,SHM - no-till,SHM,WA-075-SW-PCFS2-ASP8-0_5-2018,CROP,No-till,ASP8,ASP,AG-CROP,PCF,8,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCFS2-BAU6,,,,BAU,BAU,WA-075-SW-PCFS2-BAU6-0_5-2018,CROP,Till,BAU6,BAU,AG-CROP,PCF,6,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP9-1,ASP9,-117.2000596,46.75757137,SHM - no-till,SHM,WA-075-SW-PCFS3-1A-ASP9-1-0_5-2018,CROP,No-till,ASP9,ASP,AG-CROP,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP9-2,ASP9,-117.2000596,46.75757137,SHM - no-till,SHM,WA-075-SW-PCFS3-1B-ASP9-7-0_5-2018,CROP,No-till,ASP9,ASP,AG-CROP,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
ASP9-3,ASP9,-117.4236807,46.74504918,SHM - no-till,SHM,WA-075-SW-PCFS31C-ASP9-14-0_5-2018,CROP,No-till,ASP9,ASP,AG-CROP,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PGL9-1,PGL9,-117.20006,46.75757146,Ref - CRP,Ref,WA-075-SW-PCFS3-2A-PGL9-1-0_5-18,GRASS,Perennial,PGL9,PGL,ALT,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PGL9-2,PGL9,-117.1998969,46.75739636,Ref - CRP,Ref,WA-075-SW-PCFS3-2B-PGL9-8-0_5-18,GRASS,Perennial,PGL9,PGL,ALT,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PGL9-3,PGL9,-117.1998969,46.75739636,Ref - CRP,Ref,WA-075-SW-PCFS3-2C-PGL9-15-0_5-18,GRASS,Perennial,PGL9,PGL,ALT,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCFS3-ASP9,,,,SHM - no-till,SHM,WA-075-SW-PCFS3-ASP9-0_5-2018,CROP,No-till,ASP9,ASP,AG-CROP,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCFS3-BAU7,,,,BAU,BAU,WA-075-SW-PCFS3-BAU7-0_5-2018,CROP,Till,BAU,BAU,AG-CROP,PCF,7,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
PCFS3-PGL9,,,,Ref - CRP,Ref,WA-075-SW-PCFS3-PGL9-0_5-2018,GRASS,Perennial,PGL9,PGL,ALT,PCF,9,WashingtonState,Palouse,Washington - Palouse,fine-silty,Silt Loam,533,9,,
